,order_status,customer,order_date,order_quantity,sales,discount,discount_value,product_category,product_sub_category
4501,Order Finished,Dean Katz,2009-08-24,2,480480,0.05,24024,Furniture,Tables
4503,Order Finished,Amy Cox,2010-01-14,9,184040,0.07,12883,Office Supplies,"Scissors, Rulers & Trimmers"
4507,Order Finished,Darrin Sayre,2010-05-17,30,17439380,0.01,174394,Technology,Office Machines
4508,Order Finished,Kean Thornton,2010-07-26,33,249560,0.09,22460,Office Supplies,Binders & Binder Accessories
4514,Order Finished,Dave Kipp,2011-10-30,33,3513186,0.09,316187,Technology,Telephones & Communication
4515,Order Finished,Jill Matthias,2012-03-27,37,11635760,0.01,116358,Furniture,Bookcases
4516,Order Finished,Joni Wasserman,2011-06-07,5,40560,0.05,2028,Office Supplies,Pens & Art Supplies
4519,Order Returned,Joni Wasserman,2011-06-07,46,800980,0.09,72088,Office Supplies,Paper
4521,Order Finished,Christy Brittain,2010-07-09,18,776260,0.04,31050,Office Supplies,Paper
4522,Order Finished,Tom Ashbrook,2011-02-02,24,290300,0.07,20321,Office Supplies,Binders & Binder Accessories
4523,Order Finished,Nicole Brennan,2011-01-30,9,142400,0.08,11392,Furniture,Office Furnishings
4524,Order Finished,Deanra Eno,2012-11-09,25,2703560,0.06,162214,Office Supplies,Appliances
4526,Order Finished,Jeremy Pistek,2010-03-28,4,2674380,0.06,160463,Office Supplies,Appliances
4527,Order Finished,David Bremer,2009-02-17,2,33620,0.05,1681,Office Supplies,Paper
4528,Order Returned,Brad Thomas,2009-05-27,33,2388680,0.04,95547,Office Supplies,Binders & Binder Accessories
4529,Order Finished,Bryan Spruell,2011-03-03,44,1595960,0.05,79798,Technology,Telephones & Communication
4530,Order Finished,Thea Hendricks,2012-07-21,4,2243560,0.04,89742,Furniture,Chairs & Chairmats
4531,Order Finished,Tamara Willingham,2012-03-28,31,10808360,0.07,756585,Furniture,Chairs & Chairmats
4532,Order Finished,Brendan Murry,2012-04-28,37,6518500,0.04,260740,Technology,Office Machines
4533,Order Finished,Barry Weirich,2012-12-07,2,477520,0.1,47752,Office Supplies,Storage & Organization
4536,Order Finished,Juliana Krohn,2010-10-16,33,20336460,0.03,610094,Office Supplies,Binders & Binder Accessories
4537,Order Finished,Giulietta Dortch,2010-06-25,32,353540,0.06,21212,Office Supplies,Paper
4542,Order Finished,Bradley Drucker,2010-03-31,25,5952380,0.05,297619,Technology,Office Machines
4546,Order Finished,Tim Taslimi,2010-11-19,12,272200,0.06,16332,Furniture,Office Furnishings
4548,Order Finished,Adam Hart,2012-12-11,29,209400,0.09,18846,Office Supplies,Labels
4555,Order Finished,Nicole Brennan,2009-07-12,31,3249193,0.07,227444,Technology,Telephones & Communication
4562,Order Finished,Cyra Reiten,2012-10-02,21,1353380,0.09,121804,Technology,Computer Peripherals
4564,Order Finished,Chris Mc Afee,2010-06-08,23,643260,0.04,25730,Furniture,Office Furnishings
4565,Order Finished,Barry Pond,2012-06-22,48,556140,0.08,44491,Office Supplies,Paper
4568,Order Finished,Alan Schoenberger,2012-06-12,41,755660,0.06,45340,Office Supplies,Paper
4570,Order Finished,Tamara Willingham,2011-12-11,25,537160,0.03,16115,Office Supplies,Appliances
4571,Order Finished,Jeremy Pistek,2010-11-01,37,463300,0.0,0,Office Supplies,Paper
4572,Order Finished,Tamara Willingham,2009-09-29,2,396880,0.01,3969,Furniture,Office Furnishings
4574,Order Finished,Thea Hendricks,2011-05-20,44,1459500,0.02,29190,Office Supplies,Envelopes
4575,Order Finished,Helen Andreada,2011-09-11,16,219800,0.01,2198,Office Supplies,Binders & Binder Accessories
4576,Order Finished,Jay Fine,2010-02-01,50,687880,0.02,13758,Office Supplies,Paper
4581,Order Finished,Brad Thomas,2010-09-20,41,12253860,0.01,122539,Furniture,Tables
4582,Order Finished,Deborah Brumfield,2010-04-08,23,257940,0.03,7738,Office Supplies,Appliances
4584,Order Finished,Kean Thornton,2012-12-19,25,326820,0.07,22877,Office Supplies,Binders & Binder Accessories
4585,Order Finished,Dave Kipp,2009-03-27,34,1015320,0.1,101532,Technology,Computer Peripherals
4586,Order Returned,Maureen Gastineau,2012-06-29,37,6425940,0.03,192778,Office Supplies,Envelopes
4587,Order Finished,Giulietta Dortch,2012-01-12,12,98360,0.07,6885,Office Supplies,Pens & Art Supplies
4588,Order Finished,Thomas Thornton,2010-04-27,16,1319000,0.09,118710,Office Supplies,Binders & Binder Accessories
4591,Order Finished,Dave Kipp,2010-09-24,46,3001680,0.1,300168,Office Supplies,Envelopes
4592,Order Finished,Shirley Jackson,2009-07-09,1,22320,0.01,223,Office Supplies,Envelopes
4593,Order Finished,Muhammed Lee,2012-01-16,24,198200,0.02,3964,Office Supplies,Labels
4594,Order Finished,Jay Fine,2012-05-29,41,650660,0.0,0,Office Supplies,Paper
4596,Order Returned,Brad Thomas,2012-12-27,22,90420,0.02,1808,Office Supplies,Pens & Art Supplies
4600,Order Finished,Victoria Pisteka,2010-06-21,24,468480,0.09,42163,Office Supplies,Storage & Organization
4601,Order Finished,Brad Thomas,2010-07-07,44,8714234,0.07,609996,Technology,Telephones & Communication
4602,Order Finished,Brad Thomas,2011-09-24,41,2596580,0.06,155795,Technology,Computer Peripherals
4603,Order Finished,Adam Hart,2011-06-27,26,2926840,0.08,234147,Office Supplies,Appliances
4609,Order Finished,Doug O'Connell,2009-11-05,13,366440,0.01,3664,Furniture,Office Furnishings
4611,Order Finished,Mick Brown,2009-02-15,30,9693480,0.01,96935,Technology,Computer Peripherals
4612,Order Finished,Deborah Brumfield,2011-11-12,46,11959680,0.01,119597,Furniture,Chairs & Chairmats
4613,Order Finished,Nicole Brennan,2012-06-19,18,841520,0.05,42076,Office Supplies,Binders & Binder Accessories
4614,Order Returned,Jay Fine,2009-05-11,35,406700,0.08,32536,Office Supplies,Appliances
4621,Order Finished,Tom Ashbrook,2011-02-11,10,178080,0.08,14246,Furniture,Office Furnishings
4623,Order Finished,Eric Murdock,2012-09-28,29,285180,0.02,5704,Office Supplies,Rubber Bands
4626,Order Finished,Corey Lock,2009-04-06,40,1493860,0.09,134447,Office Supplies,Paper
4627,Order Finished,Barry Pond,2011-11-10,43,417540,0.03,12526,Furniture,Office Furnishings
4628,Order Finished,Chris Mc Afee,2011-01-17,6,57100,0.01,571,Office Supplies,Pens & Art Supplies
4629,Order Finished,Karen Carlisle,2012-03-27,11,649040,0.08,51923,Furniture,Office Furnishings
4632,Order Finished,Michael Stewart,2009-12-19,15,166040,0.06,9962,Technology,Computer Peripherals
4633,Order Returned,Dave Poirier,2009-07-04,37,12352580,0.04,494103,Office Supplies,Storage & Organization
4635,Order Finished,Christy Brittain,2011-12-25,45,9537180,0.01,95372,Furniture,Chairs & Chairmats
4636,Order Finished,Christy Brittain,2009-06-30,21,359960,0.01,3600,Office Supplies,Rubber Bands
4638,Order Finished,Karen Carlisle,2010-02-26,43,32232660,0.08,2578613,Office Supplies,Binders & Binder Accessories
4639,Order Finished,Speros Goranitis,2009-09-05,21,10964360,0.06,657862,Furniture,Chairs & Chairmats
4641,Order Finished,Bryan Spruell,2011-06-03,1,58380,0.03,1751,Office Supplies,Envelopes
4643,Order Finished,Patrick Bzostek,2010-02-22,1,39920,0.05,1996,Office Supplies,Paper
4645,Order Finished,Tamara Willingham,2009-08-16,39,1955840,0.05,97792,Office Supplies,Pens & Art Supplies
4649,Order Finished,Elizabeth Moffitt,2010-05-28,38,2558500,0.01,25585,Technology,Computer Peripherals
4651,Order Finished,David Kendrick,2009-09-06,7,460580,0.03,13817,Office Supplies,Binders & Binder Accessories
4656,Order Finished,Bradley Drucker,2011-12-17,33,2567360,0.08,205389,Furniture,Office Furnishings
4658,Order Finished,Grant Thornton,2012-09-30,39,1712300,0.03,51369,Office Supplies,Binders & Binder Accessories
4660,Order Finished,Benjamin Venier,2010-01-01,43,588260,0.01,5883,Office Supplies,Paper
4663,Order Finished,Jennifer Patt,2010-04-20,1,400760,0.02,8015,Furniture,Chairs & Chairmats
4664,Order Finished,Jeremy Pistek,2011-01-10,22,118160,0.1,11816,Office Supplies,Binders & Binder Accessories
4666,Order Finished,Nora Paige,2009-05-02,43,2466440,0.05,123322,Technology,Computer Peripherals
4671,Order Finished,Alejandro Savely,2009-09-22,20,185880,0.09,16729,Office Supplies,Labels
4672,Order Finished,Charles Crestani,2011-05-03,24,83700,0.04,3348,Office Supplies,Pens & Art Supplies
4677,Order Finished,Jeremy Pistek,2011-10-20,11,90620,0.07,6343,Office Supplies,Paper
4679,Order Finished,Berenike Kampe,2009-08-14,46,6824160,0.04,272966,Furniture,Bookcases
4682,Order Finished,Tom Prescott,2010-01-11,12,3880640,0.0,0,Furniture,Tables
4687,Order Finished,Bobby Elias,2010-05-13,25,15335560,0.04,613422,Technology,Office Machines
4688,Order Finished,Damala Kotsonis,2011-05-12,35,4260620,0.08,340850,Furniture,Chairs & Chairmats
4690,Order Finished,Tim Taslimi,2012-08-27,14,3699200,0.06,221952,Technology,Telephones & Communication
4692,Order Finished,Corey Catlett,2012-06-13,40,1271180,0.07,88983,Office Supplies,Binders & Binder Accessories
4693,Order Finished,Deborah Brumfield,2010-10-31,25,2019736,0.02,40395,Technology,Telephones & Communication
4694,Order Finished,Jill Matthias,2009-02-26,9,62720,0.1,6272,Office Supplies,Paper
4696,Order Finished,Maris La Ware,2011-11-17,38,404840,0.09,36436,Office Supplies,Binders & Binder Accessories
4701,Order Finished,Barry Weirich,2012-08-07,27,42641160,0.09,3837704,Technology,Office Machines
4703,Order Finished,Bill Shonely,2012-01-22,5,22500,0.08,1800,Office Supplies,Binders & Binder Accessories
4706,Order Finished,Emily Phan,2009-04-09,39,29182880,0.07,2042802,Technology,Office Machines
4708,Order Finished,Corey Lock,2010-07-26,45,6655680,0.06,399341,Furniture,Tables
4709,Order Finished,Peter Buhler,2012-04-20,32,2283800,0.02,45676,Office Supplies,Storage & Organization
4710,Order Finished,Charles Crestani,2009-04-30,34,3825969,0.06,229558,Technology,Telephones & Communication
4715,Order Finished,Charles Crestani,2011-06-12,13,253360,0.05,12668,Furniture,Office Furnishings
4717,Order Finished,Tony Molinari,2009-11-08,23,407820,0.02,8156,Office Supplies,Binders & Binder Accessories
4718,Order Finished,Rick Huthwaite,2009-03-26,7,76740,0.1,7674,Office Supplies,Binders & Binder Accessories
4719,Order Finished,George Zrebassa,2009-06-07,1,93880,0.06,5633,Office Supplies,Appliances
4722,Order Finished,Debra Catini,2012-06-24,47,3352500,0.04,134100,Furniture,Office Furnishings
4723,Order Finished,Karen Carlisle,2010-07-03,1,59980,0.07,4199,Office Supplies,Paper
4728,Order Finished,Dan Campbell,2011-05-22,49,41403856,0.08,3312308,Furniture,Tables
4729,Order Finished,Bryan Spruell,2010-07-27,4,40380,0.03,1211,Office Supplies,Labels
4731,Order Finished,Brad Thomas,2009-06-12,38,3512540,0.09,316129,Office Supplies,Appliances
4732,Order Finished,Tamara Willingham,2009-08-28,16,546720,0.04,21869,Office Supplies,"Scissors, Rulers & Trimmers"
4733,Order Finished,Tamara Willingham,2012-01-11,19,345080,0.08,27606,Office Supplies,Paper
4736,Order Finished,Jill Matthias,2009-12-16,15,4555340,0.0,0,Furniture,Bookcases
4737,Order Finished,Nicole Brennan,2011-07-22,25,6616560,0.08,529325,Furniture,Bookcases
4738,Order Returned,Victoria Pisteka,2012-04-09,47,741200,0.03,22236,Office Supplies,Envelopes
4740,Order Finished,Paul Van Hugh,2012-03-04,14,82740,0.05,4137,Office Supplies,Pens & Art Supplies
4741,Order Returned,Jeremy Pistek,2012-12-15,18,142440,0.04,5698,Office Supplies,Pens & Art Supplies
4742,Order Finished,Berenike Kampe,2009-10-11,46,1726520,0.09,155387,Furniture,Office Furnishings
4743,Order Finished,Cyra Reiten,2011-08-03,48,477580,0.04,19103,Office Supplies,Paper
4744,Order Finished,Benjamin Venier,2011-12-05,13,133660,0.0,0,Office Supplies,Paper
4745,Order Finished,Nora Paige,2012-12-26,43,511400,0.0,0,Office Supplies,Rubber Bands
4748,Order Finished,Nicole Brennan,2009-02-14,8,5302420,0.09,477218,Furniture,Tables
4749,Order Finished,Jill Matthias,2010-01-07,21,212400,0.0,0,Office Supplies,Labels
4750,Order Returned,Roland Fjeld,2011-03-07,36,823500,0.05,41175,Office Supplies,Pens & Art Supplies
4751,Order Finished,Adam Hart,2010-01-22,1,6820,0.06,409,Office Supplies,Pens & Art Supplies
4752,Order Finished,Chris Cortes,2009-04-16,37,245980,0.0,0,Office Supplies,Binders & Binder Accessories
4754,Order Finished,Tony Molinari,2012-12-30,6,782240,0.06,46934,Furniture,Chairs & Chairmats
4755,Order Finished,Thomas Thornton,2012-06-11,1,68180,0.05,3409,Office Supplies,Paper
4757,Order Finished,Mark Packer,2010-06-21,34,1566960,0.01,15670,Office Supplies,Binders & Binder Accessories
4758,Order Finished,Corey Lock,2012-05-03,46,8789560,0.08,703165,Furniture,Bookcases
4763,Order Finished,Charles Crestani,2012-02-18,11,3768416,0.04,150737,Furniture,Tables
4765,Order Finished,Corey Catlett,2010-10-03,18,4758300,0.06,285498,Furniture,Chairs & Chairmats
4769,Order Finished,Helen Andreada,2011-11-03,13,1018980,0.07,71329,Technology,Office Machines
4770,Order Finished,Eric Barreto,2010-03-22,36,1478140,0.1,147814,Technology,Computer Peripherals
4771,Order Finished,Corey Lock,2011-10-28,2,50140,0.04,2006,Technology,Office Machines
4773,Order Finished,Juliana Krohn,2010-09-26,26,574860,0.01,5749,Office Supplies,Envelopes
4775,Order Finished,Raymond Fair,2012-07-18,33,207840,0.08,16627,Office Supplies,"Scissors, Rulers & Trimmers"
4776,Order Finished,Ivan Liston,2012-06-01,28,272320,0.07,19062,Office Supplies,Labels
4777,Order Returned,Denny Ordway,2012-09-06,23,10124360,0.06,607462,Technology,Office Machines
4778,Order Finished,Jill Matthias,2012-10-22,43,1827980,0.08,146238,Office Supplies,Pens & Art Supplies
4780,Order Finished,Alejandro Savely,2010-04-15,50,1904420,0.05,95221,Furniture,Office Furnishings
4783,Order Finished,Brendan Murry,2010-12-06,27,3107736,0.04,124309,Technology,Telephones & Communication
4785,Order Finished,Bradley Drucker,2010-12-13,29,2854280,0.02,57086,Office Supplies,Paper
4786,Order Finished,Doug O'Connell,2012-08-04,39,839900,0.02,16798,Furniture,Office Furnishings
4790,Order Returned,Brad Thomas,2009-08-12,49,1267820,0.0,0,Furniture,Office Furnishings
4796,Order Finished,Paul Van Hugh,2012-02-27,43,33773520,0.02,675470,Furniture,Tables
4797,Order Finished,Anne Mc Farland,2012-03-01,1,23400,0.0,0,Furniture,Office Furnishings
4798,Order Returned,Charles Crestani,2009-02-14,34,13372688,0.0,0,Furniture,Tables
4799,Order Finished,Debra Catini,2009-02-19,37,317240,0.05,15862,Office Supplies,Paper
4800,Order Finished,Bobby Trafton,2011-11-21,6,353160,0.1,35316,Office Supplies,Binders & Binder Accessories
4801,Order Finished,Dave Kipp,2012-10-25,39,412940,0.08,33035,Office Supplies,Paper
4802,Order Finished,Thea Hendricks,2012-05-29,50,156400,0.09,14076,Office Supplies,Pens & Art Supplies
4805,Order Returned,Dave Poirier,2010-05-28,48,4105660,0.02,82113,Technology,Office Machines
4807,Order Finished,Eric Barreto,2010-01-10,33,317580,0.02,6352,Office Supplies,Labels
4813,Order Finished,Cyra Reiten,2010-08-08,41,3606240,0.0,0,Office Supplies,Appliances
4816,Order Finished,Corey Lock,2010-12-17,17,1869881,0.08,149590,Technology,Telephones & Communication
4817,Order Finished,Raymond Fair,2012-08-19,3,43100,0.09,3879,Office Supplies,Labels
4822,Order Finished,Dean Katz,2011-07-01,11,4041160,0.01,40412,Furniture,Chairs & Chairmats
4831,Order Finished,Art Foster,2012-10-07,44,9018755,0.01,90188,Technology,Telephones & Communication
4832,Order Finished,Eugene Moren,2009-05-22,15,3626080,0.01,36261,Technology,Office Machines
4833,Order Finished,Carol Darley,2011-08-15,44,9061920,0.07,634334,Furniture,Tables
4834,Order Finished,Fred Harton,2011-05-01,31,2648180,0.01,26482,Furniture,Office Furnishings
4835,Order Finished,Andrew Allen,2010-07-14,20,557360,0.06,33442,Office Supplies,Binders & Binder Accessories
4838,Order Finished,Cathy Armstrong,2009-10-29,31,362340,0.06,21740,Office Supplies,Binders & Binder Accessories
4839,Order Finished,Art Miller,2010-05-28,30,511480,0.07,35804,Technology,Computer Peripherals
4843,Order Finished,Eugene Moren,2009-10-24,3,18800,0.04,752,Office Supplies,"Scissors, Rulers & Trimmers"
4847,Order Finished,Art Foster,2009-12-10,10,5331280,0.1,533128,Furniture,Tables
4848,Order Finished,Christopher Martinez,2009-11-05,42,20614020,0.0,0,Furniture,Tables
4849,Order Finished,Art Foster,2012-12-28,2,88900,0.01,889,Office Supplies,Binders & Binder Accessories
4850,Order Finished,Eugene Moren,2011-07-14,22,92720,0.05,4636,Furniture,Office Furnishings
4851,Order Finished,Art Miller,2010-06-09,10,59580,0.01,596,Office Supplies,Labels
4854,Order Finished,Greg Matthias,2009-01-12,12,8160600,0.05,408030,Furniture,Chairs & Chairmats
4856,Order Finished,Scott Cohen,2012-03-24,25,270460,0.1,27046,Office Supplies,"Scissors, Rulers & Trimmers"
4860,Order Finished,Anthony Rawles,2010-01-31,36,2800200,0.03,84006,Technology,Computer Peripherals
4861,Order Finished,Lauren Leatherbury,2010-01-24,38,2650120,0.06,159007,Technology,Computer Peripherals
4863,Order Finished,Cathy Armstrong,2011-08-25,34,17162500,0.0,0,Furniture,Bookcases
4865,Order Finished,Anthony Rawles,2010-01-31,36,157020,0.09,14132,Office Supplies,Rubber Bands
4869,Order Finished,Lauren Leatherbury,2010-09-04,21,723960,0.0,0,Technology,Office Machines
4870,Order Returned,Eugene Moren,2010-09-19,29,1931640,0.09,173848,Technology,Computer Peripherals
4872,Order Finished,Cynthia Delaney,2009-01-24,24,719300,0.01,7193,Office Supplies,Appliances
4875,Order Finished,Lauren Leatherbury,2011-03-30,41,2408169,0.04,96327,Technology,Telephones & Communication
4876,Order Returned,Carol Darley,2009-02-03,36,362780,0.1,36278,Furniture,Office Furnishings
4877,Order Finished,Fred Harton,2009-03-30,35,375680,0.0,0,Office Supplies,Binders & Binder Accessories
4878,Order Finished,Barry Blumstein,2009-09-25,41,18625040,0.01,186250,Furniture,Chairs & Chairmats
4880,Order Finished,Duane Noonan,2012-12-05,12,1431600,0.06,85896,Furniture,Office Furnishings
4882,Order Finished,Cynthia Delaney,2012-01-24,48,1757500,0.07,123025,Office Supplies,Paper
4883,Order Finished,Art Miller,2011-06-27,17,1755620,0.02,35112,Technology,Computer Peripherals
4886,Order Finished,Fred Harton,2009-07-05,28,4464300,0.05,223215,Office Supplies,Storage & Organization
4887,Order Finished,Anthony O'Donnell,2011-09-03,8,921179,0.02,18424,Technology,Telephones & Communication
4889,Order Finished,Cathy Armstrong,2009-09-24,9,315260,0.06,18916,Technology,Computer Peripherals
4890,Order Finished,Barry Blumstein,2011-07-01,34,450900,0.02,9018,Office Supplies,Paper
4892,Order Finished,Christopher Martinez,2010-08-21,14,431040,0.02,8621,Furniture,Office Furnishings
4894,Order Finished,Fred Harton,2010-03-21,18,335060,0.05,16753,Office Supplies,Binders & Binder Accessories
4897,Order Returned,Carol Darley,2012-12-11,41,2468720,0.04,98749,Office Supplies,Envelopes
4898,Order Finished,Lauren Leatherbury,2010-01-18,3,20760680,0.05,1038034,Technology,Office Machines
4901,Order Finished,Sanjit Jacobs,2010-01-14,46,144360,0.0,0,Office Supplies,Rubber Bands
4903,Order Returned,Fred Harton,2011-04-01,29,1474760,0.08,117981,Furniture,Chairs & Chairmats
4904,Order Finished,Anthony O'Donnell,2012-02-18,37,4360460,0.05,218023,Office Supplies,Appliances
4906,Order Returned,Duane Noonan,2012-02-12,48,652200,0.04,26088,Office Supplies,Paper
4907,Order Finished,Eva Jacobs,2010-02-05,14,5190140,0.1,519014,Furniture,Office Furnishings
4910,Order Finished,Lauren Leatherbury,2011-05-19,1,20960,0.04,838,Office Supplies,Binders & Binder Accessories
4912,Order Finished,Art Foster,2012-02-17,14,314980,0.02,6300,Office Supplies,Envelopes
4916,Order Finished,Fred Harton,2012-10-07,23,2304320,0.0,0,Office Supplies,Appliances
4918,Order Finished,Lauren Leatherbury,2011-04-22,43,2876660,0.08,230133,Office Supplies,Storage & Organization
4919,Order Finished,Greg Matthias,2011-01-04,35,1251897,0.04,50076,Technology,Telephones & Communication
4920,Order Finished,Anthony Rawles,2009-04-20,13,497520,0.1,49752,Office Supplies,Paper
4921,Order Finished,Ken Lonsdale,2012-09-13,31,4894215,0.0,0,Technology,Telephones & Communication
4922,Order Finished,Greg Matthias,2010-02-10,2,53280,0.09,4795,Office Supplies,Pens & Art Supplies
4923,Order Finished,Christopher Martinez,2010-04-25,39,636560,0.08,50925,Office Supplies,Paper
4924,Order Finished,Anthony Rawles,2011-03-03,40,1298920,0.01,12989,Technology,Computer Peripherals
4927,Order Finished,Carol Darley,2012-02-07,6,3270580,0.1,327058,Furniture,Chairs & Chairmats
4929,Order Finished,Anthony Rawles,2009-05-26,37,455000,0.01,4550,Office Supplies,Binders & Binder Accessories
4930,Order Finished,Art Foster,2011-09-01,24,412680,0.04,16507,Technology,Computer Peripherals
4931,Order Finished,Sanjit Jacobs,2010-11-22,11,27040,0.03,811,Technology,Computer Peripherals
4932,Order Finished,Christopher Martinez,2011-10-10,4,40500,0.1,4050,Technology,Computer Peripherals
4939,Order Finished,Christopher Martinez,2011-09-23,8,2117640,0.02,42353,Office Supplies,Appliances
4940,Order Returned,Barry Blumstein,2011-06-08,24,3623100,0.09,326079,Office Supplies,Appliances
4941,Order Finished,Andrew Allen,2009-01-21,4,66880,0.1,6688,Office Supplies,Paper
4942,Order Finished,Art Foster,2010-02-20,21,13553840,0.0,0,Technology,Office Machines
4943,Order Finished,Ricardo Block,2010-09-19,33,3281800,0.02,65636,Furniture,Bookcases
4946,Order Returned,Tim Brockman,2009-03-30,41,462520,0.07,32376,Office Supplies,Pens & Art Supplies
4947,Order Finished,Sung Pak,2011-11-29,24,20188860,0.03,605666,Office Supplies,Binders & Binder Accessories
4949,Order Finished,Sung Chung,2011-04-11,44,4886684,0.01,48867,Technology,Telephones & Communication
4950,Order Finished,Ricardo Block,2010-04-11,9,224240,0.01,2242,Office Supplies,Appliances
4952,Order Finished,Roger Demir,2010-12-05,1,57920,0.06,3475,Office Supplies,Paper
4953,Order Finished,Tamara Manning,2010-03-20,35,2267920,0.02,45358,Office Supplies,Binders & Binder Accessories
4954,Order Finished,Resi Polking,2011-08-18,44,4844881,0.03,145346,Technology,Telephones & Communication
4955,Order Finished,Sung Pak,2012-11-25,17,3909592,0.05,195480,Technology,Telephones & Communication
4956,Order Finished,Sung Pak,2012-12-21,17,4625920,0.09,416333,Technology,Office Machines
4960,Order Finished,Tim Brockman,2009-11-28,27,1882800,0.05,94140,Office Supplies,Paper
4963,Order Returned,Tamara Manning,2011-09-22,23,13144080,0.06,788645,Technology,Computer Peripherals
4966,Order Finished,Roger Demir,2010-09-12,1,57500,0.09,5175,Office Supplies,Binders & Binder Accessories
4971,Order Finished,Sung Pak,2012-09-17,28,1892540,0.06,113552,Office Supplies,Storage & Organization
4972,Order Finished,Resi Polking,2010-02-12,47,793560,0.09,71420,Furniture,Office Furnishings
4973,Order Returned,John Murray,2012-10-19,12,1538340,0.0,0,Furniture,Bookcases
4974,Order Finished,Shaun Chance,2011-10-13,25,777420,0.01,7774,Office Supplies,Binders & Binder Accessories
4978,Order Returned,Shaun Chance,2010-02-15,31,172200,0.06,10332,Office Supplies,Labels
4979,Order Finished,Roger Demir,2009-11-20,3,174420,0.02,3488,Technology,Computer Peripherals
4984,Order Finished,Tim Brockman,2010-12-05,39,208660,0.0,0,Office Supplies,Labels
4986,Order Finished,Darren Powers,2009-02-02,38,89700,0.02,1794,Office Supplies,Rubber Bands
4990,Order Finished,Sue Ann Reed,2011-12-11,38,11052320,0.03,331570,Furniture,Chairs & Chairmats
4991,Order Finished,Tim Brockman,2010-12-15,35,8817339,0.05,440867,Technology,Telephones & Communication
4992,Order Finished,Sung Chung,2010-06-15,29,293360,0.08,23469,Office Supplies,Binders & Binder Accessories
4994,Order Finished,Shaun Chance,2010-09-03,7,1466720,0.02,29334,Technology,Computer Peripherals
4995,Order Returned,Tom Prescott,2012-07-09,36,396200,0.09,35658,Office Supplies,Paper
4998,Order Finished,Resi Polking,2012-03-24,50,2203520,0.07,154246,Office Supplies,Appliances
4999,Order Finished,John Murray,2009-10-07,3,430480,0.04,17219,Furniture,Office Furnishings
5000,Order Returned,Tim Brockman,2010-07-29,31,11751320,0.02,235026,Office Supplies,Storage & Organization
5001,Order Finished,Penelope Sewall,2012-04-26,36,1140280,0.03,34208,Office Supplies,Storage & Organization
5002,Order Finished,Roger Demir,2012-04-17,42,1651260,0.03,49538,Office Supplies,Binders & Binder Accessories
5005,Order Finished,Tom Prescott,2011-11-18,29,3235760,0.0,0,Technology,Computer Peripherals
5006,Order Returned,Tim Brockman,2010-10-25,31,7938860,0.1,793886,Furniture,Bookcases
5011,Order Finished,Sharelle Roach,2010-10-26,38,2646620,0.05,132331,Office Supplies,Envelopes
5013,Order Finished,Pauline Webber,2009-06-08,35,6878780,0.05,343939,Technology,Computer Peripherals
5015,Order Finished,Shaun Chance,2009-08-10,32,421880,0.08,33750,Office Supplies,Paper
5016,Order Finished,Darren Powers,2012-07-28,39,5301540,0.08,424123,Furniture,Office Furnishings
5021,Order Finished,Shaun Chance,2011-03-08,41,486740,0.01,4867,Office Supplies,Binders & Binder Accessories
5024,Order Finished,Ken Dana,2010-04-20,49,14639700,0.03,439191,Technology,Computer Peripherals
5025,Order Finished,Lindsay Castell,2009-03-12,15,2292820,0.0,0,Technology,Computer Peripherals
5026,Order Finished,Ken Dana,2012-09-29,4,160580,0.03,4817,Office Supplies,Paper
5027,Order Finished,Adam Bellavance,2011-04-06,16,278000,0.05,13900,Office Supplies,Appliances
5028,Order Finished,Ken Dana,2010-10-11,28,860260,0.02,17205,Office Supplies,Appliances
5029,Order Finished,Adam Bellavance,2012-10-02,42,9835380,0.02,196708,Furniture,Chairs & Chairmats
5031,Order Finished,Laurel Workman,2012-05-20,32,503020,0.06,30181,Furniture,Office Furnishings
5032,Order Finished,Laurel Workman,2010-08-18,21,848260,0.06,50896,Office Supplies,Appliances
5034,Order Finished,Adam Bellavance,2011-05-15,38,3275560,0.08,262045,Office Supplies,Appliances
5035,Order Finished,Ken Dana,2012-07-03,48,2926210,0.06,175573,Technology,Telephones & Communication
5036,Order Finished,Lisa Ryan,2009-05-21,46,711100,0.03,21333,Furniture,Office Furnishings
5043,Order Finished,Lisa Ryan,2011-04-20,25,2774580,0.03,83237,Office Supplies,Paper
5044,Order Finished,Ken Dana,2009-07-06,23,335320,0.01,3353,Office Supplies,Paper
5045,Order Finished,Lisa Ryan,2012-12-08,5,2849900,0.09,256491,Furniture,Chairs & Chairmats
5046,Order Finished,Ken Dana,2010-08-23,38,1655660,0.09,149009,Office Supplies,Pens & Art Supplies
5047,Order Finished,Helen Wasserman,2011-05-20,16,202280,0.0,0,Office Supplies,Paper
5052,Order Returned,Helen Wasserman,2011-01-29,12,1699020,0.05,84951,Office Supplies,Appliances
5053,Order Finished,Max Engle,2009-02-08,47,1428920,0.07,100024,Technology,Computer Peripherals
5055,Order Finished,Chuck Clark,2012-05-03,9,52180,0.08,4174,Office Supplies,Pens & Art Supplies
5056,Order Finished,Chuck Clark,2012-09-10,47,2812980,0.02,56260,Office Supplies,Pens & Art Supplies
5058,Order Finished,Darren Koutras,2012-10-28,38,1145480,0.0,0,Office Supplies,Binders & Binder Accessories
5059,Order Finished,Roland Murray,2012-05-06,46,892120,0.01,8921,Office Supplies,Paper
